ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,TIPOSUPPLENZA,FASCIAETA,DOCENTISUPPLENTIMASCHI,DOCENTISUPPLENTIFEMMINE
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,14,14
201617,CUNEO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,1,12
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,52
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,5,18
201617,OLBIA-TEMPIO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 45 E 54,0,1
201617,BIELLA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,0
201617,FIRENZE,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,26
201617,VERCELLI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,PISA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,11
201617,L'AQUILA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,18
201617,MASSA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,36
201617,ROVIGO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,3
201617,MESSINA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,2
201617,CASERTA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201617,FIRENZE,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,0,3
201617,PISA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,3
201617,COSENZA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,FERMO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,3,1
201617,GORIZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,6
201617,RIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,6,20
201617,BENEVENTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,2
201617,PISA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,136
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,6
201617,VERONA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,16,11
201617,CUNEO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,11
201617,MANTOVA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,3
201617,NOVARA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,5
201617,CASERTA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,32,50
201617,SALERNO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,4,1
201617,TRIESTE,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,3
201617,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,11,106
201617,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,1,6
201617,SALERNO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,33
201617,REGGIO EMILIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,15,30
201617,VENEZIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,22,10
201617,NAPOLI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,104
201617,LATINA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,10,29
201617,RAVENNA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,3,6
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,2
201617,PERUGIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,7
201617,REGGIO CALABRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,2
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,5,5
201617,VERCELLI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,7
201617,SIENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,13,23
201617,LIVORNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,4
201617,GORIZIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201617,BRINDISI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,1,2
201617,FROSINONE,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201617,PISTOIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201617,GENOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,13,45
201617,SASSARI,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201617,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,2
201617,LODI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,26
201617,PISA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,44,57
201617,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,18
201617,BELLUNO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,16
201617,PADOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,6,10
201617,VERONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,3
201617,OLBIA-TEMPIO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,68
201617,GROSSETO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,MODENA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,20,32
201617,PRATO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,11,16
201617,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,9,47
201617,ISERNIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,5,7
201617,RIETI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201617,BOLOGNA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,44
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,0
201617,POTENZA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,12
201617,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,16,35
201617,VENEZIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,8
201617,UDINE,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,3,48
201617,MACERATA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,0,1
201617,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,0,2
201617,COMO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,0,3
201617,MATERA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,1
201617,MEDIO-CAMPITANO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,3
201617,AVELLINO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201617,LECCE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,9
201617,TREVISO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,14,35
201617,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,5,7
201617,BRESCIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,37
201617,BARI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,37,50
201617,OGLIASTRA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,PADOVA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,53
201617,TERAMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,10,22
201617,BERGAMO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,10
201617,LECCE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,7,21
201617,SAVONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,5,5
201617,LIVORNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,18,31
201617,ENNA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,10,1
201617,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201617,VITERBO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,9,23
201617,MILANO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,1,17
201617,MODENA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,2,15
201617,UDINE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,50,78
201617,POTENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,1
201617,GENOVA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,6,13
201617,LA SPEZIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,12
201617,CHIETI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,5,18
201617,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,115,149
201617,PRATO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,6,2
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,10,15
201617,MASSA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,SALERNO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,2
201617,CAGLIARI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,11
201617,ROMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,8
201617,TORINO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,12,50
201617,NOVARA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,3
201617,ISERNIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201617,LATINA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,3,5
201617,LATINA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,5,4
201617,COSENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,0
201617,VITERBO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,29
201617,PARMA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,47
201617,LECCE,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,4,1
201617,VICENZA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,40
201617,RIETI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,31
201617,BELLUNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,2,5
201617,VITERBO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,4
201617,SASSARI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,4
201617,POTENZA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,2
201617,NOVARA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,5,40
201617,CUNEO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,11,10
201617,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,PISA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,17,63
201617,RAVENNA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,2,23
201617,LODI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201617,VERCELLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,19
201617,MESSINA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,10
201617,FERMO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,1
201617,LUCCA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,13,52
201617,ROVIGO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,12,15
201617,RIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,8
201617,BRINDISI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201617,LIVORNO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,3,6
201617,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,2
201617,PALERMO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,47,70
201617,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,5,6
201617,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,23,18
201617,AVELLINO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,5
201617,RAVENNA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,14
201617,PADOVA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,5
201617,LECCE,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201617,PALERMO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,28,69
201617,TARANTO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,15
201617,VERONA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,5,17
201617,VERONA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,9,6
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,6
201617,GORIZIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,6
201617,VENEZIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,77,120
201617,POTENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,9,13
201617,OLBIA-TEMPIO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,2,2
201617,VERCELLI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,2
201617,ORISTANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,6,20
201617,GORIZIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,2,9
201617,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,2,1
201617,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,17
201617,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201617,VARESE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,20,27
201617,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,20,37
201617,MEDIO-CAMPITANO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,8,13
201617,MONZA E BRIANZA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,1,20
201617,LODI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,6
201617,TORINO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,1,3
201617,TERAMO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,2
201617,BARI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,47
201617,SONDRIO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,7
201617,LA SPEZIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,5
201617,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,2,2
201617,LODI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,4
201617,SAVONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,5
201617,GROSSETO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,4
201617,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,11
201617,SONDRIO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,3
201617,FERRARA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,13
201617,FOGGIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,41,63
201617,TRIESTE,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,2,0
201617,CUNEO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,36
201617,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,28
201617,VENEZIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,47
201617,LA SPEZIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,9
201617,COMO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,18,35
201617,UDINE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,4,41
201617,CARBONIA-IGLESIAS,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,13,20
201617,GROSSETO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,32
201617,MATERA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,0
201617,MANTOVA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,0,5
201617,PISTOIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,35,50
201617,CATANIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,2
201617,TRAPANI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201617,PISTOIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,2,36
201617,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,27,45
201617,TERAMO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,16
