ANNOSCOLASTICO, PROVINCIA, ORDINESCUOLA, TIPOPOSTO, TIPOSUPPLENZA, FASCIAETA, DOCENTISUPPLENTIMASCHI, DOCENTISUPPLENTIFEMMINE
201516,ALESSANDRIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,8
201516,ALESSANDRIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,7
201516,ALESSANDRIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,1
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,2
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,6
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,10
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,18
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,11
201516,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,ALESSANDRIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,23
201516,ALESSANDRIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,3,40
201516,ALESSANDRIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,20
201516,ALESSANDRIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,1,8
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,6
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,1,2
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,3
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,40
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,42
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,20
201516,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,5
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,1,1
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,0,5
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,3
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,13,31
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,15,37
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,29
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,1,4
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,2
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,1,0
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,5
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,14
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,2,10
201516,ALESSANDRIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,1
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,1,1
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,4,1
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,26,55
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,28,36
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,10,20
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,3
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,3,7
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,7,3
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,2,4
201516,ALESSANDRIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,3,0
201516,ANCONA,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201516,ANCONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,6
201516,ANCONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,12
201516,ANCONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,7
201516,ANCONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,ANCONA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,44
201516,ANCONA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,17
201516,ANCONA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,9
201516,ANCONA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201516,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,2,39
201516,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,2,43
201516,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,2,21
201516,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,4
201516,ANCONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,42
201516,ANCONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,24
201516,ANCONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,5
201516,ANCONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,0
201516,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,0,1
201516,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,15,33
201516,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,15,44
201516,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,22
201516,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,1,4
201516,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,2
201516,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,10,20
201516,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,7,23
201516,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,13
201516,ANCONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,2
201516,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,0,1
201516,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,54,98
201516,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,73,101
201516,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,18,37
201516,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,8,5
201516,ANCONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,11,17
201516,ANCONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,11,17
201516,ANCONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,6
201516,ANCONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,1
201516,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 45 E 54,0,1
201516,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201516,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,7
201516,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201516,ASCOLI PICENO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,ASCOLI PICENO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,7
201516,ASCOLI PICENO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,9
201516,ASCOLI PICENO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,6
201516,ASCOLI PICENO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,6
201516,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,9
201516,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,2
201516,ASCOLI PICENO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,ASCOLI PICENO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,9
201516,ASCOLI PICENO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,8
201516,ASCOLI PICENO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,1,0
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,0,1
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,4,8
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,9,15
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,2,10
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,2
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,3
201516,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,3
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,1,0
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,17,22
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,19,23
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,16,15
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,3
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,5
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,6
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,4
201516,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,0
201516,L'AQUILA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,3
201516,L'AQUILA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,5
201516,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,10
201516,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,13
201516,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,17
201516,L'AQUILA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,7
201516,L'AQUILA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,3
201516,L'AQUILA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,1,6
201516,L'AQUILA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,2
201516,L'AQUILA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,2
201516,L'AQUILA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,16
201516,L'AQUILA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,13
201516,L'AQUILA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,9
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,10,13
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,6,30
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,4,15
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,0,3
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,6
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,14
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,10
201516,L'AQUILA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,2,1
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,5,1
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,2
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,16,26
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,24,27
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,13,19
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,8,4
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,3,7
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,5,24
201516,L'AQUILA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,7
201516,AREZZO,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201516,AREZZO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201516,AREZZO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,4
201516,AREZZO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,4
201516,AREZZO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,AREZZO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201516,AREZZO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201516,AREZZO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,16
201516,AREZZO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,24
201516,AREZZO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,8
201516,AREZZO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201516,AREZZO,SCUOLA PRIMARIA,NORMALE,ANNUALE,OLTRE 54,0,1
201516,AREZZO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,21
201516,AREZZO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,1,37
201516,AREZZO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,1,15
201516,AREZZO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,6
201516,AREZZO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,48
201516,AREZZO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,40
201516,AREZZO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,16
201516,AREZZO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,AREZZO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,10,29
201516,AREZZO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,18,26
201516,AREZZO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,19
201516,AREZZO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,4,13
201516,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,17
201516,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,12
201516,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,4
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,0,1
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,0,1
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,3,2
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,31,51
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,32,52
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,15,28
201516,AREZZO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,6,6
201516,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,5,19
201516,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,4,32
201516,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,15
201516,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,ASTI,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201516,ASTI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,3
201516,ASTI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,9
201516,ASTI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,3
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,7
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,4
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,2
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,4
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,3
201516,ASTI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201516,ASTI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,17
201516,ASTI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,1,23
201516,ASTI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,14
201516,ASTI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201516,ASTI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,13
201516,ASTI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,22
